74315,N,Y,Y
74316,N,Y,Y
74317,N,Y,Y
74671,N,N,Y
74729,N,N,Y
75060,Y,Y,Y
75064,N,Y,Y
75453,N,N,Y
75480,N,N,Y
76223,N,N,Y
76683,N,N,Y
76685,N,N,Y
76687,N,N,Y
76798,N,N,Y
76800,N,N,Y
76802,N,N,Y
76804,N,N,Y
76806,N,N,Y
76808,N,N,Y
76810,N,N,Y
76812,N,N,Y
76854,N,N,Y
76856,N,N,Y
76918,N,N,Y
76953,N,N,Y
76955,N,N,Y
77334,N,N,Y
77354,N,N,Y
77402,Y,Y,Y
77611,N,N,Y
77615,N,N,Y
77658,N,Y,Y
77817,N,N,Y
77899,N,N,Y
77903,N,N,Y
78235,N,N,Y
78441,N,N,Y
78702,N,N,Y
78909,N,N,Y
79734,N,Y,Y
79743,N,N,Y
79747,N,Y,Y
79760,N,Y,Y
79818,N,N,Y
80014,N,Y,Y
80105,N,N,Y
80449,N,Y,Y
80580,N,N,Y
80981,N,N,Y
80983,N,N,Y
81326,N,Y,Y
81647,N,Y,Y
82018,N,Y,Y
82084,N,Y,Y
82414,N,N,Y
82779,N,N,Y
82781,N,Y,Y
82782,N,N,Y
83212,N,N,Y
83425,N,N,Y
83788,N,N,Y
83789,N,N,Y
83790,N,N,Y
83791,N,N,Y
83904,N,N,Y
84383,N,N,Y
84438,,Y,Y
84439,,Y,Y
84442,,Y,Y
84443,,Y,Y
84445,,Y,Y
84815,N,Y,Y
84948,N,N,Y
87514,,Y,Y
91072,,N,Y
103447,,Y,N
103453,,N,Y
105133,,N,Y
108514,,Y,N
108883,,N,Y
110409,,N,Y
112980,,N,Y
124794,,Y,Y
125908,,Y,N
127417,,Y,N
127452,,Y,Y
127556,,Y,N
127557,,Y,N
127559,,Y,N
127560,,Y,N
131040,,Y,N
131087,,Y,Y
143513,,Y,Y
145933,,Y,Y
171854,N,N,Y
172745,N,N,Y
172748,N,N,Y
172751,N,N,Y
172754,N,N,Y
172904,N,Y,Y
172909,N,N,Y
173005,N,N,Y
175441,N,N,Y
175719,N,N,Y
175986,N,N,Y
176207,N,N,Y
176213,N,N,Y
176219,N,N,Y
176225,N,N,Y
176229,N,N,Y
176233,N,N,Y
176237,N,N,Y
176243,N,N,Y
176291,N,Y,Y
176805,N,N,Y
176807,N,N,Y
177088,N,Y,Y
177125,N,N,Y
179990,N,N,Y
179993,N,N,Y
180000,N,N,Y
180003,N,N,Y
180105,N,N,Y
180307,N,N,Y
180309,N,N,Y
181480,N,N,Y
181528,N,N,Y
183027,N,Y,Y
183028,N,Y,Y
183029,N,Y,Y
183030,N,Y,Y
183031,N,Y,Y
183032,N,Y,Y
183744,N,N,Y
183750,N,N,Y
183754,N,N,Y
183761,N,N,Y
183771,N,N,Y
183775,N,N,Y
185007,N,Y,Y
185799,N,N,Y
187791,N,N,Y
188050,N,N,Y
188169,N,N,Y
188703,N,N,Y
189746,N,N,Y
189748,N,N,Y
190133,N,N,Y
190137,N,N,Y
190177,N,N,Y
190399,N,N,Y
190409,N,N,Y
190411,N,N,Y
190415,N,N,Y
190417,N,N,Y
191639,N,N,Y
193690,N,N,Y
193692,N,N,Y
193694,N,N,Y
193698,N,N,Y
193700,N,N,Y
193702,N,N,Y
193704,N,N,Y
193706,N,N,Y
193842,N,N,Y
195002,N,N,Y
195003,N,N,Y
195004,N,N,Y
195211,,Y,Y
196400,N,N,Y
197393,N,N,Y
198664,N,N,Y
198705,N,N,Y
201760,N,N,Y
203571,N,N,Y
204369,N,N,Y
204383,N,N,Y
204388,N,N,Y
204415,N,N,Y
204448,N,N,Y
204554,N,N,Y
204734,N,N,Y
204749,N,N,Y
206472,N,N,Y
207229,N,N,Y
208355,N,N,Y
208707,Y,Y,Y
208730,N,Y,Y
208731,N,Y,Y
209175,N,Y,Y
209371,N,N,Y
210292,N,Y,Y
210403,N,N,Y
210406,N,N,Y
210440,N,N,Y
210441,N,N,Y
210442,N,N,Y
210632,N,N,Y
210789,N,Y,N
211617,N,N,Y
212053,N,Y,Y
212105,N,N,Y
212227,N,Y,Y
212342,N,Y,Y
212596,N,N,Y
212781,N,N,Y
213205,N,Y,Y
213426,N,Y,Y
213968,Y,Y,Y
214091,N,N,Y
214092,N,N,Y
214115,N,Y,Y
214477,N,N,Y
214480,N,N,Y
214482,N,N,Y
214484,N,N,Y
214794,N,N,Y
214984,N,Y,Y
215182,N,N,Y
215188,N,N,Y
215228,N,N,Y
215231,N,N,Y
215234,N,N,Y
215237,N,N,Y
215240,N,N,Y
215241,N,N,Y
215243,N,N,Y
215245,N,N,Y
215250,N,N,Y
215254,N,N,Y
216591,N,N,Y
216593,N,N,Y
216595,N,N,Y
216631,N,N,Y
216633,N,N,Y
216635,N,N,Y
216637,N,N,Y
216639,N,N,Y
217118,N,N,Y
217121,N,N,Y
217407,N,N,Y
217409,N,N,Y
218278,N,Y,Y
218566,N,Y,Y
218933,N,N,Y
219567,N,N,Y
219571,N,N,Y
219575,N,N,Y
219808,N,Y,Y
221127,N,N,Y
221846,N,N,Y
221847,N,N,Y
221936,N,N,Y
222292,N,N,Y
222301,N,N,Y
224197,N,N,Y
224350,N,N,Y
224354,N,N,Y
224708,N,N,Y
224841,N,Y,Y
224843,N,Y,Y
226034,N,Y,Y
226787,N,N,Y
226884,N,Y,Y
226997,N,N,Y
226998,N,N,Y
226999,N,N,Y
227000,N,N,Y
227001,N,N,Y
227002,N,N,Y
227003,N,N,Y
227004,N,N,Y
227005,N,N,Y
227006,N,N,Y
227007,N,N,Y
227159,N,N,Y
227163,N,N,Y
227165,N,N,Y
227508,N,N,Y
227863,N,N,Y
227914,N,N,Y
227953,N,N,Y
228624,N,N,Y
228628,N,Y,Y
228645,N,N,Y
228648,N,N,Y
228651,N,N,Y
228655,N,N,Y
228659,N,N,Y
229485,N,N,Y
229499,,Y,Y
229635,,N,Y
229657,,N,Y
229807,,N,Y
229875,,N,Y
229932,N,N,Y
230005,N,N,Y
230016,N,N,Y
230091,N,N,Y
230135,N,N,Y
230164,,Y,Y
230169,,Y,Y
230174,,Y,Y
230176,,Y,Y
230177,,Y,Y
230448,N,N,Y
230449,N,N,Y
230516,,N,Y
230517,,N,Y
230530,,N,Y
230560,,N,Y
230598,,N,Y
230612,,N,Y
230620,,N,Y
230650,,N,Y
230667,,N,Y
230674,,N,Y
230740,N,Y,Y
230741,N,Y,Y
230742,N,Y,Y
230772,,Y,Y
230773,,Y,Y
230774,,Y,Y
230784,N,N,Y
230786,N,N,Y
230787,N,N,Y
230788,N,N,Y
230789,N,N,Y
230803,,Y,Y
230804,,Y,Y
230805,,Y,Y
230807,,Y,Y
230812,,Y,Y
230814,,Y,Y
230816,,Y,Y
231712,,Y,Y
231715,,Y,Y
231725,,Y,Y
231738,,Y,Y
231747,,Y,Y
231755,,Y,Y
231765,,Y,Y
231776,,Y,Y
231788,,Y,Y
231806,,Y,Y
231902,,Y,Y
231947,,N,Y
232023,,Y,Y
232051,,Y,Y
232274,N,N,Y
232307,N,N,Y
232335,N,N,Y
232341,N,N,Y
232368,N,N,Y
232378,N,N,Y
232380,N,N,Y
232382,N,N,Y
232384,N,N,Y
232390,N,N,Y
232393,N,N,Y
232396,N,N,Y
232399,N,N,Y
232401,N,N,Y
232416,N,N,Y
232419,N,N,Y
232422,N,N,Y
232426,N,N,Y
232435,N,N,Y
232438,N,N,Y
232441,N,N,Y
232444,N,N,Y
232447,N,N,Y
232543,N,Y,Y
232603,N,N,Y
232605,N,N,Y
232686,N,N,Y
232823,N,N,Y
232884,N,Y,Y
233086,,Y,Y
233392,N,Y,Y
233398,N,Y,Y
233404,N,Y,Y
233412,N,Y,Y
233667,N,N,Y
233862,N,N,Y
233866,N,N,Y
233897,N,N,Y
233900,N,N,Y
233942,N,N,Y
235247,,N,Y
235256,,N,Y
235257,,N,Y
235292,,N,Y
235301,,N,Y
235828,Y,N,N
235906,N,N,Y
235908,N,N,Y
236281,N,N,Y
236646,N,N,Y
236759,N,N,Y
236762,N,N,Y
236917,N,Y,Y
237057,,N,Y
237058,,N,Y
237059,,N,Y
237060,,N,Y
237061,,N,Y
237062,,N,Y
237063,,N,Y
237064,,N,Y
237065,,N,Y
237066,,N,Y
237067,,N,Y
237068,,N,Y
237069,,N,Y
237070,,N,Y
237172,N,N,Y
237174,N,N,Y
237447,N,Y,Y
237470,,Y,Y
237472,N,N,Y
237475,N,N,Y
238224,N,N,Y
238227,N,N,Y
238230,N,N,Y
238233,N,N,Y
238475,N,N,Y
238494,N,N,Y
238535,N,N,Y
238536,N,N,Y
238567,N,N,Y
238581,N,N,Y
238981,N,N,Y
238984,N,N,Y
239236,N,N,Y
239451,,Y,Y
239684,N,N,Y
240045,N,Y,Y
240062,N,N,Y
240237,N,N,Y
240374,N,N,Y
240375,N,N,Y
240376,N,N,Y
240626,N,N,Y
241134,N,N,Y
241236,N,Y,Y
241571,N,N,Y
241573,N,N,Y
242621,N,N,Y
243056,N,N,Y
243112,N,N,Y
243193,N,N,Y
243194,N,N,Y
243195,N,N,Y
243196,N,N,Y
243207,N,N,Y
243208,N,N,Y
243867,N,N,Y
245361,N,N,Y
245429,N,N,Y
245443,N,N,Y
246743,N,N,Y
246745,N,N,Y
247071,N,N,Y
247073,N,N,Y
247075,N,N,Y
247077,N,N,Y
247079,N,N,Y
247972,N,N,Y
247982,N,N,Y
247984,N,N,Y
248778,N,N,Y
248779,N,N,Y
248782,N,N,Y
248783,N,N,Y
250505,N,N,Y
250553,N,N,Y
250787,N,N,Y
251764,N,N,Y
252498,N,N,Y
252500,N,N,Y
252502,N,N,Y
252510,N,N,Y
252516,N,N,Y
252519,N,N,Y
252647,N,N,Y
253025,N,N,Y
253032,N,Y,Y
253073,N,N,Y
253074,N,N,Y
253075,N,N,Y
253076,N,N,Y
253088,N,Y,Y
253092,N,N,Y
253354,N,Y,Y
253411,N,N,Y
253492,N,N,Y
253584,N,N,Y
253784,N,Y,Y
253983,N,Y,Y
253987,N,N,Y
254606,N,N,Y
254608,N,N,Y
255071,N,N,Y
255072,N,N,Y
255073,N,N,Y
255074,N,N,Y
255075,N,N,Y
255272,N,N,Y
255343,N,Y,Y
257018,N,N,Y
258025,N,Y,Y
258926,N,Y,Y
259658,N,Y,Y
259680,N,Y,Y
259690,N,Y,Y
259713,N,Y,Y
259745,N,Y,Y
260314,N,Y,Y
265640,,Y,Y
266481,,Y,Y
268920,N,N,Y
270389,N,N,Y
273919,N,N,Y
274453,N,N,Y
274564,N,N,Y
274566,N,N,Y
278805,N,N,Y
279674,N,N,Y
281007,N,N,Y
281770,N,N,Y
282013,N,N,Y
283154,N,N,Y
284941,N,N,Y
285028,N,N,Y
285029,N,N,Y
285585,N,Y,Y
285780,N,N,Y
287622,N,N,Y
288651,N,N,Y
288653,N,N,Y
288655,N,N,Y
288657,N,N,Y
288826,N,N,Y
288828,N,N,Y
288830,N,N,Y
288834,N,N,Y
292628,N,N,Y
293541,N,N,Y
296099,N,N,Y
298271,N,N,Y
298677,N,N,Y
303200,N,N,Y
303341,N,N,Y
305379,N,Y,Y
305892,N,N,Y
306297,N,N,Y
306316,N,N,Y
306764,N,N,Y
307230,N,N,Y
308087,,N,Y
308415,N,N,Y
308439,N,N,Y
308545,N,N,Y
308707,,N,Y
308719,,N,Y
308720,,N,Y
309472,N,N,Y
309476,N,N,Y
309477,N,N,Y
310363,N,N,Y
310572,N,N,Y
310573,N,N,Y
310575,N,N,Y
310577,N,N,Y
311468,N,N,Y
311537,N,N,Y
311538,N,N,Y
311539,N,N,Y
311540,N,N,Y
311545,N,N,Y
311599,N,N,Y
311961,N,N,Y
312025,N,N,Y
312393,N,N,Y
312595,N,N,Y
313162,N,N,Y
313163,N,N,Y
313164,N,N,Y
314126,N,N,Y
314731,N,N,Y
314792,N,N,Y
314851,N,N,Y
315118,N,N,Y
315620,N,N,Y
316000,N,N,Y
316327,N,N,Y
316781,N,N,Y
317123,N,N,Y
317678,N,N,Y
318636,N,N,Y
319252,N,N,Y
319253,N,N,Y
319420,N,N,Y
319510,N,N,Y
319512,N,N,Y
319517,N,N,Y
319724,N,N,Y
320063,N,N,Y
320881,N,N,Y
320883,N,N,Y
321149,,Y,Y
321811,N,N,Y
322448,N,N,Y
322449,N,N,Y
322450,N,N,Y
322451,N,N,Y
322472,N,N,Y
322473,N,N,Y
322474,N,N,Y
322475,N,N,Y
323606,N,N,Y
324001,N,N,Y
324004,N,N,Y
324007,N,N,Y
324010,N,N,Y
324012,N,N,Y
324447,,N,Y
324576,N,N,Y
324577,N,N,Y
324581,N,N,Y
324877,N,N,Y
324878,N,N,Y
324882,N,N,Y
324906,N,N,Y
324907,N,N,Y
324908,N,N,Y
324909,N,N,Y
324910,N,N,Y
324911,N,N,Y
325084,N,N,Y
325730,N,N,Y
326664,N,N,Y
327212,N,N,Y
327335,N,N,Y
327345,N,N,Y
327515,N,N,Y
328299,N,N,Y
328635,N,N,Y
328636,N,N,Y
328637,N,N,Y
328638,N,N,Y
328639,N,N,Y
328783,N,Y,Y
329065,,N,Y
329379,N,N,Y
329482,N,N,Y
329517,N,N,Y
330548,N,N,Y
330564,N,N,Y
330567,N,N,Y
330586,N,N,Y
331856,N,N,Y
331863,N,N,Y
331868,N,N,Y
332204,N,N,Y
332206,N,N,Y
332208,N,N,Y
335190,N,N,Y
335213,N,Y,Y
335354,N,Y,Y
336020,N,Y,Y
338280,N,N,Y
339233,N,N,Y
339713,N,N,Y
340215,N,N,Y
342038,Y,Y,Y
342291,N,N,Y
342479,N,N,Y
342981,N,N,Y
342985,N,N,Y
343814,,N,Y
343823,,N,Y
343843,,N,Y
344717,,N,Y
344811,N,N,Y
345118,N,Y,Y
345132,N,N,Y
345262,N,N,Y
345987,N,N,Y
345989,N,N,Y
346036,N,Y,Y
346040,N,Y,Y
346062,N,N,Y
346184,N,N,Y
346267,N,N,Y
346269,N,N,Y
346511,N,N,Y
346512,N,N,Y
346515,N,N,Y
346675,N,N,Y
347719,N,N,Y
347969,N,N,Y
347971,N,N,Y
348358,N,N,Y
348495,N,N,Y
348613,N,N,Y
348738,N,N,Y
348900,N,N,Y
349262,N,N,Y
349781,N,N,Y
349946,N,N,Y
349947,N,N,Y
349948,N,N,Y
349949,N,N,Y
350003,N,N,Y
351122,N,N,Y
351123,N,N,Y
352572,N,N,Y
352573,N,N,Y
352574,N,N,Y
352575,N,N,Y
354670,N,N,Y
354792,N,N,Y
355296,N,N,Y
355857,N,N,Y
355859,N,N,Y
355861,N,N,Y
356320,N,N,Y
356322,N,N,Y
356324,N,N,Y
356550,N,N,Y
356552,N,N,Y
356789,N,N,Y
356791,N,N,Y
358423,N,N,Y
360224,N,N,Y
360791,N,N,Y
362647,N,N,Y
363489,N,N,Y
363536,N,N,Y
363539,N,N,Y
363553,N,N,Y
363770,N,N,Y
364114,N,N,Y
364160,N,N,Y
364471,N,N,Y
364857,N,N,Y
364872,N,N,Y
364990,N,N,Y
365305,N,N,Y
365569,N,N,Y
366080,N,N,Y
366140,N,N,Y
366398,N,N,Y
366824,N,Y,Y
369374,N,N,Y
370630,N,Y,Y
371110,N,N,Y
371228,N,Y,Y
371549,N,Y,Y
372259,N,Y,Y
375809,N,N,Y
375871,N,N,Y
376002,N,Y,Y
376015,N,N,Y
376019,N,N,Y
376381,N,N,Y
376385,N,N,Y
376389,N,N,Y
376393,N,N,Y
376798,N,N,Y
376801,N,N,Y
378005,N,N,Y
378006,N,N,Y
378461,N,N,Y
381093,N,N,Y
381934,,Y,Y
381935,,Y,Y
381936,,Y,Y
381982,N,N,Y
381985,N,N,Y
382272,N,N,Y
383499,N,N,Y
385471,N,Y,Y
385693,N,N,Y
385696,N,N,Y
386457,N,Y,Y
386549,,Y,Y
386727,N,N,Y
386729,N,N,Y
386732,N,N,Y
386850,N,N,Y
387050,N,N,Y
387064,N,N,Y
387254,N,N,Y
387827,N,N,Y
389025,N,N,Y
389685,N,N,Y
390045,N,N,Y
390204,N,N,Y
390423,N,N,Y
391159,N,N,Y
391160,N,N,Y
391391,N,N,Y
391392,N,N,Y
391842,,N,Y
392415,N,N,Y
393135,N,N,Y
393318,N,N,Y
393319,N,N,Y
393323,N,N,Y
393325,N,N,Y
393396,,Y,Y
393437,,N,Y
393440,,Y,Y
393843,N,Y,Y
393873,N,N,Y
394233,N,N,Y
394234,N,N,Y
394425,Y,Y,Y
394540,N,N,Y
395524,N,N,Y
397235,N,Y,N
398313,N,N,Y
398618,N,N,Y
398620,N,N,Y
399070,N,N,Y
399205,N,Y,Y
399510,,Y,Y
399783,,Y,Y
399997,,Y,Y
400018,,Y,Y
400105,,Y,Y
400199,N,Y,Y
400264,N,N,Y
400323,N,N,Y
400326,N,N,Y
400362,N,N,Y
400552,N,N,Y
400563,N,N,Y
400569,N,N,Y
400611,,Y,Y
400617,,Y,Y
400619,,Y,Y
402343,Y,N,N
402345,Y,N,N
402399,N,N,Y
402401,N,N,Y
402657,N,N,Y
402668,,Y,Y
402673,,Y,Y
402782,N,Y,N
402851,N,N,Y
403837,N,N,Y
403924,N,N,Y
403930,N,N,Y
404186,N,N,Y
404343,N,N,Y
404344,N,N,Y
404345,N,N,Y
405092,N,N,Y
448629,,N,Y
450131,,N,Y
450636,,Y,N
450638,,Y,N
450640,,N,Y
450695,,Y,N
451141,,Y,Y
451239,,Y,Y
451240,,Y,N
454409,,Y,Y
454410,,Y,Y
454411,,Y,Y
456034,N,N,Y
456048,N,N,Y
456051,N,N,Y
456054,N,N,Y
456057,N,N,Y
456060,N,N,Y
456063,N,N,Y
456066,N,N,Y
456069,N,N,Y
456072,N,N,Y
456447,N,N,Y
457446,N,N,Y
457530,N,Y,Y
457694,N,N,Y
457725,N,N,Y
457730,N,N,Y
458027,N,N,Y
458029,N,N,Y
458031,N,N,Y
458034,N,N,Y
458144,N,N,Y
458389,N,N,Y
458392,N,N,Y
458402,N,N,Y
458405,N,N,Y
458429,N,N,Y
458432,N,N,Y
458527,N,N,Y
458531,N,N,Y
458742,N,N,Y
458808,N,N,Y
458811,N,N,Y
459271,N,N,Y
459418,N,N,Y
459430,N,N,Y
459433,N,N,Y
459661,N,N,Y
459665,N,N,Y
459670,N,N,Y
459672,N,N,Y
459818,N,N,Y
459891,N,N,Y
460190,Y,N,N
460439,N,N,Y
460680,N,N,Y
460682,N,N,Y
460684,N,N,Y
460686,N,N,Y
460688,N,N,Y
460690,N,N,Y
460692,N,N,Y
460694,N,N,Y
460696,N,N,Y
460698,N,N,Y
460700,N,N,Y
460702,N,N,Y
460704,N,N,Y
460706,N,N,Y
460708,N,N,Y
460710,N,N,Y
460834,N,N,Y
460845,N,N,Y
460849,N,N,Y
461038,N,Y,Y
461242,N,N,Y
461259,N,N,Y
461412,N,N,Y
461416,N,N,Y
461443,N,N,Y
461659,N,N,Y
461662,N,N,Y
461668,N,N,Y
462012,N,N,Y
462015,N,N,Y
463302,N,N,Y
463305,N,N,Y
463308,N,N,Y
463314,N,N,Y
463319,N,N,Y
463322,N,N,Y
463325,N,N,Y
464801,N,N,Y
464821,N,N,Y
464823,N,N,Y
464824,N,N,Y
466341,N,N,Y
466965,N,N,Y
467082,N,N,Y
467513,N,N,Y
467535,N,N,Y
468469,N,Y,Y
470802,N,N,Y
470804,N,N,Y
470806,N,N,Y
471507,N,N,Y
471556,N,N,Y
471559,N,N,Y
471583,N,N,Y
471595,N,N,Y
471599,N,N,Y
471678,N,N,Y
471684,N,N,Y
471755,N,N,Y
471784,N,Y,Y
471802,N,N,Y
472660,N,N,Y
472909,N,N,Y
472912,N,N,Y
473072,N,N,Y
473074,N,N,Y
473076,N,N,Y
474626,N,N,Y
475939,N,N,Y
475949,N,N,Y
476013,N,Y,Y
477111,N,N,Y
477113,N,N,Y
477123,N,N,Y
477420,N,N,Y
478221,N,N,Y
478223,N,N,Y
478225,N,N,Y
480774,N,Y,Y
480776,N,Y,Y
481079,N,N,Y
482519,N,N,Y
482752,N,N,Y
483684,N,Y,Y
483685,N,Y,Y
484768,N,N,Y
484771,N,N,Y
484881,N,N,Y
484895,N,N,Y
485004,N,N,Y
485027,N,N,Y
485160,N,N,Y
485222,N,Y,Y
485367,N,Y,Y
485380,N,N,Y
485571,N,Y,Y
485856,N,N,Y
485860,N,N,Y
485862,N,N,Y
485864,N,N,Y
485866,N,N,Y
487550,N,N,Y
487727,N,N,Y
487792,N,N,Y
487856,N,Y,Y
488004,N,N,Y
488208,N,N,Y
488252,N,N,Y
488311,Y,Y,Y
489599,N,N,Y
489909,N,Y,Y
492055,N,N,Y
492060,N,N,Y
493023,N,N,Y
493027,N,N,Y
497632,N,N,Y
497641,N,N,Y
497656,N,N,Y
497662,N,N,Y
497674,N,N,Y
497817,N,Y,Y
499159,N,Y,Y
499325,N,N,Y
499326,N,N,Y
499397,N,N,Y
499776,N,N,Y
499880,N,N,Y
499997,N,N,Y
499998,N,N,Y
501255,N,N,Y
501264,N,N,Y
501416,Y,N,N
501417,N,N,Y
501443,N,Y,Y
501497,N,N,Y
501510,Y,N,Y
501528,,Y,Y
502103,N,N,Y
502127,N,N,Y
502687,N,N,Y
503241,N,N,Y
503242,N,N,Y
503245,N,N,Y
503285,N,N,Y
503394,N,Y,Y
503395,N,N,Y
503396,N,N,Y
504193,Y,Y,Y
504417,Y,Y,Y
504475,Y,Y,Y
504480,Y,Y,Y
504540,N,N,Y
504580,Y,Y,Y
504582,N,N,Y
504832,,Y,Y
504833,,Y,Y
504834,,Y,Y
505174,N,N,Y
505179,N,N,Y
505181,N,N,Y
505869,Y,Y,Y
505875,Y,Y,Y
506370,,N,Y
506732,N,N,Y
506734,N,N,Y
506736,N,N,Y
506738,N,N,Y
506759,N,N,Y
506760,N,N,Y
506767,N,N,Y
506768,N,N,Y
506959,N,N,Y
506981,N,Y,Y
507090,N,N,Y
507958,N,N,Y
508200,N,Y,Y
508324,N,N,Y
508384,N,N,Y
508458,N,N,Y
508916,N,N,Y
508943,N,N,Y
508945,N,N,Y
508965,N,N,Y
509003,N,N,Y
509108,N,N,Y
510060,N,N,Y
510062,N,N,Y
510064,N,N,Y
510066,N,N,Y
510068,N,N,Y
510070,N,N,Y
510072,N,N,Y
510074,N,N,Y
510717,N,Y,Y
511216,N,N,Y
511219,N,N,Y
511337,N,N,Y
511341,N,N,Y
511345,N,N,Y
511839,N,N,Y
511845,N,N,Y
511850,N,N,Y
511851,N,N,Y
511857,N,N,Y
511865,N,N,Y
511871,N,N,Y
511872,N,N,Y
511878,N,N,Y
511984,N,Y,Y
512134,N,N,Y
512136,N,N,Y
512137,N,N,Y
512956,N,N,Y
512958,N,N,Y
512962,N,N,Y
512964,N,N,Y
513096,N,N,Y
513106,N,N,Y
513119,N,N,Y
513126,N,N,Y
513129,N,N,Y
513190,N,Y,Y
514605,N,N,Y
514793,N,N,Y
514952,N,N,Y
515122,N,N,Y
515124,N,N,Y
515126,N,N,Y
515128,N,N,Y
515130,N,N,Y
515132,N,N,Y
515134,N,N,Y
515136,N,N,Y
515138,N,N,Y
515140,N,N,Y
