"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Total Employed Civilian Population 16 Years and Over","Employed Civilian Population 16 Years and Over: Agriculture, Forestry, Fishing and Hunting, and Mining","Employed Civilian Population 16 Years and Over: Construction","Employed Civilian Population 16 Years and Over: Manufacturing","Employed Civilian Population 16 Years and Over: Wholesale Trade","Employed Civilian Population 16 Years and Over: Retail Trade","Employed Civilian Population 16 Years and Over: Transportation and Warehousing, and Utilities","Employed Civilian Population 16 Years and Over: Information","Employed Civilian Population 16 Years and Over: Finance and Insurance, and Real Estate and Rental  and Leasing","Employed Civilian Population 16 Years and Over: Professional, Scientific, and Management, and  Administrative and Waste Management Services","Employed Civilian Population 16 Years and Over: Educational Services, and Health Care and Social  Assistance","Employed Civilian Population 16 Years and Over: Arts, Entertainment, and Recreation, and  Accommodation and Food Services","Employed Civilian Population 16 Years and Over: Other Services, Except Public Administration","Employed Civilian Population 16 Years and Over: Public Administration","Median Household Income (In 2021 Inflation Adjusted Dollars)","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree"
"0611110","Desert Sands Unified School District, California","ACSSF","ca","970","00","0044013",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11110",,,,,,,"97000US0611110","Desert Sands Unified School District",,,,75425,1014,6006,2482,1771,9735,3756,1171,4438,9390,14852,12453,5594,2763,64561,184329,98861,84146,4313,298,5383,154,538,4029,85468,29887,747,558,113,59,33012,21092,138105,18253,119852,83075,39476,14815,4639,1456
"0611280","Dixon Unified School District, California","ACSSF","ca","970","00","0044014",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11280",,,,,,,"97000US0611280","Dixon Unified School District",,,,11270,317,1237,1426,302,1218,760,154,805,1103,1924,721,729,574,84740,22468,13535,11578,482,89,628,2,48,708,8933,4764,8,0,0,15,3002,1144,14339,2331,12008,8293,3155,1126,311,93
"0611460","Downey Unified School District, California","ACSSF","ca","970","00","0044015",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11460",,,,,,,"97000US0611460","Downey Unified School District",,,,59993,273,3567,6716,2740,6062,5806,1172,3486,5775,13678,5364,2700,2654,77621,123002,31236,16918,4248,100,7710,234,302,1724,91766,37286,115,1271,227,35,37354,15478,82966,16573,66393,45239,20151,6067,1453,441
"0611520","Duarte Unified School District, California","ACSSF","ca","970","00","0044016",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11520",,,,,,,"97000US0611520","Duarte Unified School District",,,,13664,52,1001,1291,317,1362,914,215,793,1913,3756,762,712,576,88821,27924,12404,6125,1320,72,4199,16,114,558,15520,6064,0,371,130,0,6128,2827,20497,3467,17030,12194,6384,2213,709,386
"0611730","Durham Unified School District, California","ACSSF","ca","970","00","0044017",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11730",,,,,,,"97000US0611730","Durham Unified School District",,,,2324,259,158,42,35,152,157,16,187,281,694,232,0,111,84201,5435,5173,4440,286,0,141,0,0,306,262,22,0,0,0,0,177,63,3997,180,3817,3054,1476,711,254,21
"0611870","Eastern Sierra Unified School District, California","ACSSF","ca","970","00","0044018",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11870",,,,,,,"97000US0611870","Eastern Sierra Unified School District",,,,1629,133,113,35,11,36,162,46,79,193,292,379,91,59,61950,3963,3269,2830,3,81,133,0,0,222,694,91,0,119,0,0,260,224,3013,370,2643,1810,769,260,91,26
"0612180","El Rancho Unified School District, California","ACSSF","ca","970","00","0044019",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12180",,,,,,,"97000US0612180","El Rancho Unified School District",,,,28775,159,1919,3716,1114,3556,3027,380,1251,2791,5428,2871,1381,1182,77842,59267,6154,2951,545,50,2298,59,98,153,53113,19471,135,995,37,0,26539,5936,40832,11204,29628,16618,5847,1618,456,139
"0612210","El Segundo Unified School District, California","ACSSF","ca","970","00","0044020",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12210",,,,,,,"97000US0612210","El Segundo Unified School District",,,,9831,19,278,1306,198,765,570,529,878,2091,1751,667,344,435,126683,17243,14456,10205,805,6,1857,0,70,1513,2787,1618,0,14,0,0,395,760,12678,313,12365,10865,7172,2746,741,197
"0612330","Elk Grove Unified School District, California","ACSSF","ca","970","00","0044021",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12330",,,,,,,"97000US0612330","Elk Grove Unified School District",,,,160243,1819,8766,10221,3350,15645,11133,2268,9421,15636,38416,14744,8189,20635,89800,358231,278063,100411,41138,757,104675,8552,935,21595,80168,29222,1068,1320,1381,191,27868,19118,234140,31585,202555,152578,70591,22334,6952,2599
"0612630","Emery Unified School District, California","ACSSF","ca","970","00","0044022",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12630",,,,,,,"97000US0612630","Emery Unified School District",,,,8823,0,432,556,91,685,356,554,627,2337,2027,641,268,249,109960,12747,11532,4720,2241,26,3703,25,248,569,1215,534,207,24,22,0,297,131,10842,286,10556,9710,7778,3532,1318,612
"0612840","Escalon Unified School District, California","ACSSF","ca","970","00","0044023",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12840",,,,,,,"97000US0612840","Escalon Unified School District",,,,5460,823,536,530,211,762,306,63,189,299,1016,219,181,325,69327,17379,13050,10801,1109,45,430,39,23,603,4329,1738,16,24,0,0,1131,1420,12832,2238,10594,6517,1670,431,115,34
"0612930","Esparto Unified School District, California","ACSSF","ca","970","00","0044024",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12930",,,,,,,"97000US0612930","Esparto Unified School District",,,,2976,431,259,197,18,447,164,0,117,174,648,250,120,151,86959,6651,3970,3559,1,20,207,0,13,170,2681,1941,0,0,0,0,450,290,4265,826,3439,2650,1155,387,137,57
"0613360","Fairfield-Suisun Unified School District, California","ACSSF","ca","970","00","0044025",,,,,"06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13360",,,,,,,"97000US0613360","Fairfield-Suisun Unified School District",,,,66667,1045,5201,6224,1241,8106,5089,904,4058,6028,15377,5793,2780,4821,90997,139900,98195,41036,21258,644,24200,1409,702,8946,41705,18297,453,238,433,108,13167,9009,94037,11538,82499,59092,24334,7771,1993,567
