"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Median Household Income (In 2021 Inflation Adjusted Dollars)","Population 25 Years and Over:","Population 25 Years and Over: Less than High School","Population 25 Years and Over: High School Graduate or More (Includes Equivalency)","Population 25 Years and Over: Some College or More","Population 25 Years and Over: Bachelor's Degree or More","Population 25 Years and Over: Master's Degree or More","Population 25 Years and Over: Professional School Degree or More","Population 25 Years and Over: Doctorate Degree","Total Employed Civilian Population 16 Years and Over","Employed Civilian Population 16 Years and Over: Agriculture, Forestry, Fishing and Hunting, and Mining","Employed Civilian Population 16 Years and Over: Construction","Employed Civilian Population 16 Years and Over: Manufacturing","Employed Civilian Population 16 Years and Over: Wholesale Trade","Employed Civilian Population 16 Years and Over: Retail Trade","Employed Civilian Population 16 Years and Over: Transportation and Warehousing, and Utilities","Employed Civilian Population 16 Years and Over: Information","Employed Civilian Population 16 Years and Over: Finance and Insurance, and Real Estate and Rental  and Leasing","Employed Civilian Population 16 Years and Over: Professional, Scientific, and Management, and  Administrative and Waste Management Services","Employed Civilian Population 16 Years and Over: Educational Services, and Health Care and Social  Assistance","Employed Civilian Population 16 Years and Over: Arts, Entertainment, and Recreation, and  Accommodation and Food Services","Employed Civilian Population 16 Years and Over: Other Services, Except Public Administration","Employed Civilian Population 16 Years and Over: Public Administration","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races","Total Population"
"06069","San Benito County, California","ACSSF","ca","050","00","0000047",,,,,"06","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06069","San Benito County",,,,95606,41203,6901,34302,23265,8460,2155,652,269,30951,1921,3756,3725,1230,3173,1817,292,1122,3163,5505,2714,1036,1497,63329,24785,20477,555,192,1775,103,48,1635,38544,19238,47,606,203,20,7713,10717,63329
"06071","San Bernardino County, California","ACSSF","ca","050","00","0000048",,,,,"06","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County",,,,70287,1377666,260315,1117351,747236,301891,104583,27311,10819,934832,5876,74785,74574,30933,117311,102706,11772,42698,87669,204151,84341,47834,50182,2171071,986116,577078,165480,6871,158022,6285,6016,66364,1184955,524149,8689,16500,4774,736,427030,203077,2171071
"06073","San Diego County, California","ACSSF","ca","050","00","0000049",,,,,"06","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06073","San Diego County",,,,88240,2251321,263063,1988258,1578598,906455,353918,116667,51854,1572927,10698,100942,151214,32865,163377,69866,31601,98128,250209,336434,170846,77949,78798,3296317,2164862,1455172,151278,10436,385244,12533,11245,138954,1131455,588057,10352,15919,9015,1067,254610,252435,3296317
"06075","San Francisco County, California","ACSSF","ca","050","00","0000050",,,,,"06","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County",,,,126187,688969,77300,611669,533310,410052,166257,55840,20420,511902,872,16297,25792,8408,43922,23701,31976,43237,134062,96297,49422,20856,17060,865933,732692,339050,42642,1675,295385,2847,5573,45520,133241,37006,2493,2537,2295,264,61564,27082,865933
"06077","San Joaquin County, California","ACSSF","ca","050","00","0000051",,,,,"06","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County",,,,74962,488393,96216,392177,251709,95083,30913,9305,3291,327491,15758,28719,30593,9014,38168,28577,4334,14746,32997,65604,27218,14821,16942,771406,445221,228197,51696,1604,124282,4320,1963,33159,326185,130186,2147,4402,3251,397,89994,95808,771406
"06079","San Luis Obispo County, California","ACSSF","ca","050","00","0000052",,,,,"06","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County",,,,82514,190323,15354,174969,137754,69920,26919,9249,3106,130139,4316,10484,9778,2435,14370,6591,2405,6199,14685,28783,15864,6616,7613,282771,217183,190421,3874,862,9620,231,1092,11083,65588,35401,363,1509,517,78,11739,15981,282771
"06081","San Mateo County, California","ACSSF","ca","050","00","0000053",,,,,"06","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County",,,,136837,551707,50652,501055,418896,289401,127192,46726,23962,409344,2098,22450,31063,7581,36193,24686,19042,30704,84214,84047,35112,19415,12739,762488,578518,287872,16751,1035,225352,9134,4642,33732,183970,61835,1248,4442,2510,174,78928,34833,762488
"06083","Santa Barbara County, California","ACSSF","ca","050","00","0000054",,,,,"06","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County",,,,84356,277880,50274,227606,179649,97636,38845,14249,7010,211109,17744,13398,15361,3987,20453,6931,3652,10236,26907,49254,23665,10436,9085,447651,240097,192603,7850,1538,23711,416,1396,12583,207554,102333,573,3780,922,240,49394,50312,447651
"06085","Santa Clara County, California","ACSSF","ca","050","00","0000055",,,,,"06","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County",,,,140258,1349372,145904,1203468,1018608,733950,358468,99737,60701,1007768,5235,51494,165373,18068,82242,30636,55967,45856,222904,193508,75943,36311,24231,1932022,1446930,576892,44951,3057,732915,6035,7030,76050,485092,177135,2567,8840,3735,568,182187,110060,1932022
"06087","Santa Cruz County, California","ACSSF","ca","050","00","0000056",,,,,"06","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County",,,,96093,179985,21102,158883,130256,75398,32059,11017,5320,136507,6700,9077,11359,3423,14365,5698,3325,6147,17890,33736,14007,5883,4897,272138,179497,152771,2269,209,12883,334,1133,9898,92641,33732,802,1634,565,230,39450,16228,272138
"06089","Shasta County, California","ACSSF","ca","050","00","0000057",,,,,"06","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06089","Shasta County",,,,61937,128609,11492,117117,83899,29041,9535,3091,712,75545,1567,6269,4136,1430,9420,3924,947,4142,7590,18779,7357,4413,5571,181935,162405,141948,2026,3456,5944,199,373,8459,19530,9517,33,819,80,51,4285,4745,181935
"06091","Sierra County, California","ACSSF","ca","050","00","0000058",,,,,"06","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06091","Sierra County",,,,56152,2307,130,2177,1496,515,256,116,0,1387,198,246,89,0,15,63,0,31,58,235,317,14,121,3079,2734,2692,2,28,0,0,0,12,345,84,0,30,0,0,231,0,3079
"06093","Siskiyou County, California","ACSSF","ca","050","00","0000059",,,,,"06","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06093","Siskiyou County",,,,49857,32223,3250,28973,20249,6933,2338,708,243,16554,1568,1122,1099,275,1821,684,286,610,1176,4394,1386,803,1330,44151,38281,33042,731,1297,642,151,48,2370,5870,3068,32,191,8,20,970,1581,44151
"06095","Solano County, California","ACSSF","ca","050","00","0000060",,,,,"06","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06095","Solano County",,,,89648,312459,34837,277622,203348,86981,28014,8106,2688,212151,2399,17895,18506,4602,23796,14811,3697,12389,20936,49257,18677,10242,14944,451432,327314,163975,59348,1507,68641,3780,2767,27296,124118,54918,1207,1538,1896,401,42096,22062,451432
"06097","Sonoma County, California","ACSSF","ca","050","00","0000061",,,,,"06","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County",,,,91607,356445,38619,317826,252548,132345,49766,16976,5342,251382,6292,22643,26228,5876,28811,9705,4479,12731,30504,53913,24605,14451,11144,492498,356815,303803,7190,1880,21034,1381,2263,19264,135683,42679,547,3392,579,259,62690,25537,492498
"06099","Stanislaus County, California","ACSSF","ca","050","00","0000062",,,,,"06","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County",,,,68368,348982,69960,279022,174445,62589,19596,6859,2301,234325,11560,20918,28580,7634,26904,18073,2104,7590,19890,50950,19681,11530,8911,550842,286822,218243,15496,2334,30953,2974,1518,15304,264020,138547,865,3881,972,259,61228,58268,550842
"06101","Sutter County, California","ACSSF","ca","050","00","0000063",,,,,"06","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06101","Sutter County",,,,67003,64872,13202,51670,35763,12971,4321,1360,447,41668,3626,3488,2706,1260,5127,2646,405,1891,3323,9110,3639,1841,2606,99080,67426,43722,1730,819,15902,358,609,4286,31654,14229,148,539,328,207,7468,8735,99080
"06103","Tehama County, California","ACSSF","ca","050","00","0000064",,,,,"06","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06103","Tehama County",,,,52901,44894,6389,38505,25491,7627,2040,588,81,26019,2093,1818,2528,285,3467,1829,193,814,2114,5901,2178,1083,1716,65345,48163,43386,511,731,1166,47,87,2235,17182,9282,81,137,0,14,4321,3347,65345
"06105","Trinity County, California","ACSSF","ca","050","00","0000065",,,,,"06","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06105","Trinity County",,,,42206,12493,764,11729,6929,2324,881,315,239,5413,601,795,181,85,530,255,86,94,240,1190,782,178,396,15818,14624,12595,88,487,339,29,583,503,1194,439,0,21,0,0,551,183,15818
"06107","Tulare County, California","ACSSF","ca","050","00","0000066",,,,,"06","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06107","Tulare County",,,,57394,278465,76249,202216,128468,42332,13985,3250,778,187269,28546,11193,15662,5939,20280,9535,2047,5386,12569,40943,15607,8163,11399,470999,161262,127123,6344,2306,16364,550,1299,7276,309737,152377,1491,3369,831,195,94143,57331,470999
"06109","Tuolumne County, California","ACSSF","ca","050","00","0000067",,,,,"06","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06109","Tuolumne County",,,,66846,42285,3344,38941,28283,10396,3579,1138,370,21541,511,1724,1148,106,1676,1216,275,1030,2323,5081,3402,1195,1854,55243,48111,43713,934,597,774,133,304,1656,7132,3438,9,196,19,0,1586,1884,55243
"06111","Ventura County, California","ACSSF","ca","050","00","0000068",,,,,"06","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06111","Ventura County",,,,94150,574785,82625,492160,378545,195611,71564,22962,9090,410141,20059,25955,40184,12118,40793,15030,10172,28695,52481,81705,39767,21017,22165,845255,479044,373110,14147,1600,59820,1420,2171,26776,366211,219663,1339,7984,1502,257,56432,79034,845255
"06113","Yolo County, California","ACSSF","ca","050","00","0000069",,,,,"06","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06113","Yolo County",,,,78386,127688,15832,111856,89202,54999,26840,12322,6596,101603,3736,6241,5424,2025,9373,5742,1066,4086,11270,29959,10716,4013,7952,216703,147125,97877,5053,800,31062,944,596,10793,69578,39214,631,706,371,65,13702,14889,216703
"06115","Yuba County, California","ACSSF","ca","050","00","0000070",,,,,"06","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06115","Yuba County",,,,62666,50807,9568,41239,29454,9018,3063,766,267,30557,1388,2748,2061,817,3466,1422,590,1356,2940,6734,3191,1397,2447,80404,56707,42294,2721,570,5590,332,220,4980,23697,13363,160,600,186,0,4741,4647,80404
